,Unnamed: 0,Player,Nation,Pos,Age,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Matches,team,MP,country_full_name
2069,2069,Tuana Keles,DEU,"DF,FW",19.0,20.0,6,817.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,21.0,14.0,49.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.02,0.08,Matches,Werder-Bremen-Women,,Germany
2070,2070,Ricarda Walkling,DEU,MF,25.0,15.0,6,573.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,3.0,32.0,14.0,0.16,0.0,0.16,0.16,0.16,0.06,0.06,0.12,0.06,0.12,Matches,Werder-Bremen-Women,,Germany
2071,2071,Christin Meyer,DEU,"FW,MF",21.0,16.0,5,695.0,7.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,8.0,13.0,38.0,0.26,0.0,0.26,0.26,0.26,0.15,0.01,0.16,0.15,0.16,Matches,Werder-Bremen-Women,,Germany
2072,2072,Katharina Schiechtl,AUT,"DF,MF",29.0,8.0,5,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,1.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Werder-Bremen-Women,,Austria
2073,2073,Michelle Weiß,DEU,DF,21.0,13.0,4,438.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,13.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Werder-Bremen-Women,,Germany
2074,2074,Stefanie Sanders,DEU,FW,24.0,10.0,3,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.3,1.4,2.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07,0.32,0.25,0.32,Matches,Werder-Bremen-Women,,Germany
2075,2075,Hannah Etzold,DEU,GK,17.0,4.0,3,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen-Women,,Germany
2076,2076,Agata Tarczyńska,POL,"FW,MF",34.0,5.0,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.28,0.13,0.28,Matches,Werder-Bremen-Women,,Poland
2077,2077,Lena Pauels,DEU,GK,24.0,3.0,2,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen-Women,,Germany
2078,2078,Jette Behrens,DEU,DF,16.0,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,Werder-Bremen-Women,,Germany
2079,2079,Lena Dahms,DEU,MF,15.0,3.0,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen-Women,,Germany
2080,2080,Lena Triendl,AUT,"FW,MF",22.0,5.0,0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Werder-Bremen-Women,,Austria
2081,2081,Selma Licina,DEU,DF,21.0,2.0,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Werder-Bremen-Women,,Germany
2082,2082,Margarita Gidion,DEU,"DF,FW",27.0,5.0,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,Werder-Bremen-Women,,Germany
2083,2083,Eefje Bötjer,DEU,MF,18.0,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen-Women,,Germany
2084,2084,Emilie Bernhardt,DEU,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen-Women,,Germany
2085,2085,Chantal Bläsing,DEU,GK,16.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen-Women,,Germany
2086,2086,Sarah Dübel,DEU,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen-Women,,Germany
2087,2087,Sofia Harrison,PHL,DF,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen-Women,,Philippines
2088,2088,Squad Total,null,nan,23.6,22.0,242,1980.0,22.0,15.0,5.0,20.0,15.0,0.0,1.0,39.0,1.0,17.8,17.1,9.8,26.9,235.0,616.0,599.0,0.68,0.23,0.91,0.68,0.91,0.81,0.45,1.26,0.78,1.22,,Werder-Bremen-Women,,null
2089,2089,Opponent Total,null,nan,24.3,22.0,242,1980.0,22.0,38.0,30.0,68.0,37.0,1.0,3.0,34.0,1.0,35.6,33.2,27.1,60.3,252.0,675.0,665.0,1.73,1.36,3.09,1.68,3.05,1.62,1.23,2.85,1.51,2.74,,Werder-Bremen-Women,,null
2090,2090,Katharina Naschenweng,AUT,DF,24.0,22.0,22,1889.0,21.0,6.0,7.0,13.0,6.0,0.0,0.0,3.0,0.0,1.7,1.7,6.7,8.4,41.0,135.0,91.0,0.29,0.33,0.62,0.29,0.62,0.08,0.32,0.4,0.08,0.4,Matches,Hoffenheim-Women,,Austria
2091,2091,Ereleta Memeti,null,FW,23.0,22.0,21,1739.0,19.3,8.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,5.3,5.3,3.0,8.3,28.0,57.0,147.0,0.41,0.21,0.62,0.41,0.62,0.27,0.16,0.43,0.27,0.43,Matches,Hoffenheim-Women,,Kosovo
2092,2092,Chantal Hagel,DEU,"DF,MF",24.0,22.0,20,1720.0,19.1,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,4.6,3.8,1.6,5.5,14.0,82.0,93.0,0.16,0.05,0.21,0.1,0.16,0.24,0.09,0.33,0.2,0.29,Matches,Hoffenheim-Women,,Germany
2093,2093,Sarai Linder,DEU,DF,22.0,21.0,18,1634.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.0,1.7,28.0,83.0,77.0,0.0,0.06,0.06,0.0,0.06,0.04,0.06,0.1,0.04,0.1,Matches,Hoffenheim-Women,,Germany
2094,2094,Martina Tufeković,HRV,GK,28.0,18.0,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim-Women,,Croatia
2095,2095,Jana Feldkamp,DEU,MF,24.0,17.0,17,1454.0,16.2,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,0.19,0.06,0.25,0.12,0.19,,,,,,Matches,Hoffenheim-Women,,Germany
2096,2096,Fabienne Dongus,DEU,MF,28.0,18.0,17,1447.0,16.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.7,1.9,10.0,86.0,28.0,0.06,0.06,0.12,0.06,0.12,0.07,0.04,0.12,0.07,0.12,Matches,Hoffenheim-Women,,Germany
2097,2097,Luana Bühler,CHE,DF,26.0,17.0,16,1415.0,15.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.7,1.4,16.0,115.0,7.0,0.0,0.06,0.06,0.0,0.06,0.05,0.04,0.09,0.05,0.09,Matches,Hoffenheim-Women,,Switzerland
2098,2098,Franziska Harsch,DEU,MF,25.0,20.0,14,1377.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.1,2.2,16.0,80.0,30.0,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.14,0.07,0.14,Matches,Hoffenheim-Women,,Germany
2099,2099,Nicole Billa,AUT,FW,26.0,22.0,13,1074.0,11.9,7.0,5.0,12.0,7.0,0.0,1.0,0.0,0.0,5.9,5.1,3.8,8.9,6.0,33.0,102.0,0.59,0.42,1.01,0.59,1.01,0.5,0.32,0.81,0.43,0.75,Matches,Hoffenheim-Women,,Austria
2100,2100,Gia Corley,DEU,"FW,MF",20.0,21.0,12,1149.0,12.8,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,3.7,3.7,2.0,5.7,29.0,42.0,107.0,0.39,0.16,0.55,0.39,0.55,0.29,0.16,0.45,0.29,0.45,Matches,Hoffenheim-Women,,Germany
2101,2101,Melissa Kössler,DEU,FW,22.0,20.0,11,1097.0,12.2,9.0,4.0,13.0,9.0,0.0,0.0,3.0,0.0,5.1,5.1,3.1,8.1,20.0,38.0,79.0,0.74,0.33,1.07,0.74,1.07,0.42,0.25,0.67,0.42,0.67,Matches,Hoffenheim-Women,,Germany
2102,2102,Paulina Krumbiegel,DEU,"DF,FW",21.0,20.0,11,957.0,10.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,2.0,24.0,32.0,61.0,0.38,0.09,0.47,0.38,0.47,0.14,0.05,0.19,0.14,0.19,Matches,Hoffenheim-Women,,Germany
2103,2103,Julia Hickelsberger-Füller,AUT,FW,22.0,13.0,10,856.0,9.5,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,5.1,5.1,1.6,6.7,44.0,20.0,107.0,0.63,0.32,0.95,0.63,0.95,0.54,0.16,0.7,0.54,0.7,Matches,Hoffenheim-Women,,Austria
2104,2104,Michaela Specht,DEU,DF,25.0,8.0,8,649.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,4.0,47.0,2.0,0.0,0.14,0.14,0.0,0.14,0.0,0.01,0.01,0.0,0.01,Matches,Hoffenheim-Women,,Germany
2105,2105,Isabella Hartig,DEU,MF,24.0,8.0,7,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,1.4,7.0,19.0,31.0,0.0,0.17,0.17,0.0,0.17,0.12,0.11,0.23,0.12,0.23,Matches,Hoffenheim-Women,,Germany
2106,2106,Laura Dick,DEU,GK,19.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim-Women,,Germany
2107,2107,Tine De Caigny,BEL,"FW,MF",25.0,15.0,2,385.0,4.3,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,1.6,2.3,4.0,25.0,11.0,0.23,0.7,0.94,0.23,0.94,0.16,0.38,0.55,0.16,0.55,Matches,Hoffenheim-Women,,Belgium
2108,2108,Mara Alber,DEU,"FW,MF",16.0,6.0,1,147.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,2.0,4.0,3.0,14.0,0.0,0.61,0.61,0.0,0.61,0.5,0.7,1.2,0.5,1.2,Matches,Hoffenheim-Women,,Germany
2109,2109,Vanessa Leimenstoll,DEU,"DF,FW",21.0,14.0,0,134.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,1.0,5.0,16.0,0.67,0.0,0.67,0.67,0.67,0.48,0.0,0.48,0.48,0.48,Matches,Hoffenheim-Women,,Germany
2110,2110,Vanessa Diehm,DEU,MF,18.0,4.0,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim-Women,,Germany
2111,2111,Linette Hofmann,DEU,DF,17.0,3.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim-Women,,Germany
2112,2112,Petra Kocsán,HUN,MF,24.0,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Hoffenheim-Women,,Hungary
2113,2113,Lisann Kaut,DEU,DF,21.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim-Women,,Germany
2114,2114,Lina Von Schrader,DEU,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Hoffenheim-Women,,Germany
2115,2115,Squad Total,null,nan,24.3,22.0,242,1980.0,22.0,54.0,38.0,92.0,52.0,2.0,3.0,24.0,1.0,40.4,38.0,29.6,67.6,330.0,1038.0,1028.0,2.45,1.73,4.18,2.36,4.09,1.83,1.35,3.18,1.73,3.07,,Hoffenheim-Women,,null
2116,2116,Opponent Total,null,nan,24.2,22.0,242,1980.0,22.0,25.0,17.0,42.0,24.0,1.0,1.0,25.0,0.0,26.3,25.5,19.0,44.5,288.0,753.0,741.0,1.14,0.77,1.91,1.09,1.86,1.2,0.86,2.06,1.16,2.02,,Hoffenheim-Women,,null
2117,2117,Merle Frohms,DEU,GK,27.0,,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolfsburg-Women,32.0,Germany
2118,2118,Kathrin Hendrich,DEU,DF,30.0,,32,2850.0,31.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.3,1.8,55.0,226.0,29.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.06,0.02,0.06,Matches,Wolfsburg-Women,32.0,Germany
2119,2119,Dominique Janssen,NLD,DF,27.0,,30,2623.0,29.1,4.0,2.0,6.0,1.0,3.0,3.0,1.0,0.0,3.6,1.2,1.0,2.2,30.0,235.0,7.0,0.14,0.07,0.21,0.03,0.1,0.12,0.04,0.16,0.04,0.08,Matches,Wolfsburg-Women,30.0,Netherlands
2120,2120,Felicitas Rauch,DEU,DF,26.0,,31,2500.0,27.8,2.0,8.0,10.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,7.9,8.5,61.0,149.0,176.0,0.07,0.29,0.36,0.07,0.36,0.02,0.29,0.31,0.02,0.31,Matches,Wolfsburg-Women,31.0,Germany
2121,2121,Alexandra Popp,DEU,"FW,MF",31.0,,26,2223.0,24.7,19.0,6.0,25.0,19.0,0.0,0.0,7.0,0.0,12.5,12.5,3.6,16.1,25.0,106.0,152.0,0.77,0.24,1.01,0.77,1.01,0.51,0.15,0.66,0.51,0.66,Matches,Wolfsburg-Women,31.0,Germany
2122,2122,Svenja Huth,DEU,"FW,MF",31.0,,25,2208.0,24.5,2.0,11.0,13.0,2.0,0.0,0.0,3.0,1.0,3.1,3.1,10.1,13.2,81.0,144.0,208.0,0.08,0.45,0.53,0.08,0.53,0.13,0.41,0.54,0.13,0.54,Matches,Wolfsburg-Women,29.0,Germany
2123,2123,Ewa Pajor,POL,FW,25.0,,26,2046.0,22.7,21.0,9.0,30.0,21.0,0.0,0.0,0.0,0.0,20.5,20.5,5.9,26.4,67.0,49.0,233.0,0.92,0.4,1.32,0.92,1.32,0.9,0.26,1.16,0.9,1.16,Matches,Wolfsburg-Women,30.0,Poland
2124,2124,Lena Lattwein,DEU,MF,22.0,,23,1946.0,21.6,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,4.3,4.3,2.8,7.1,30.0,149.0,66.0,0.23,0.14,0.37,0.23,0.37,0.2,0.13,0.33,0.2,0.33,Matches,Wolfsburg-Women,25.0,Germany
2125,2125,Lena Oberdorf,DEU,MF,20.0,,24,1938.0,21.5,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,2.9,2.9,2.5,5.4,9.0,168.0,41.0,0.14,0.09,0.23,0.14,0.23,0.14,0.12,0.25,0.14,0.25,Matches,Wolfsburg-Women,25.0,Germany
2126,2126,Jill Roord,NLD,MF,25.0,,24,1918.0,21.3,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,6.3,6.3,1.4,7.8,26.0,116.0,122.0,0.38,0.0,0.38,0.38,0.38,0.3,0.07,0.36,0.3,0.36,Matches,Wolfsburg-Women,27.0,Netherlands
2127,2127,Lynn Wilms,NLD,DF,21.0,,20,1902.0,21.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,3.4,4.0,36.0,134.0,115.0,0.0,0.14,0.14,0.0,0.14,0.03,0.16,0.19,0.03,0.19,Matches,Wolfsburg-Women,27.0,Netherlands
2128,2128,Sveindís Jane Jónsdóttir,ISL,FW,21.0,,13,1475.0,16.4,6.0,7.0,13.0,6.0,0.0,0.0,1.0,0.0,6.6,6.6,5.9,12.4,59.0,39.0,179.0,0.37,0.43,0.79,0.37,0.79,0.4,0.36,0.76,0.4,0.76,Matches,Wolfsburg-Women,30.0,Iceland
2129,2129,Tabea Waßmuth,DEU,"FW,MF",25.0,,13,1304.0,14.5,7.0,3.0,10.0,7.0,0.0,0.0,2.0,0.0,8.0,8.0,3.6,11.6,31.0,44.0,160.0,0.48,0.21,0.69,0.48,0.69,0.56,0.26,0.82,0.56,0.82,Matches,Wolfsburg-Women,23.0,Germany
2130,2130,Jule Brand,DEU,"FW,MF",19.0,,15,1301.0,14.5,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,5.6,5.6,5.8,11.4,51.0,57.0,137.0,0.28,0.42,0.69,0.28,0.69,0.39,0.41,0.8,0.39,0.8,Matches,Wolfsburg-Women,31.0,Germany
2131,2131,Marina Hegering,DEU,"DF,MF",32.0,,11,967.0,10.7,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.1,2.1,0.1,2.2,15.0,81.0,4.0,0.56,0.0,0.56,0.56,0.56,0.2,0.01,0.21,0.2,0.21,Matches,Wolfsburg-Women,18.0,Germany
2132,2132,Joelle Wedemeyer,DEU,"DF,MF",25.0,,6,765.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.7,2.4,22.0,54.0,72.0,0.0,0.12,0.12,0.0,0.12,0.08,0.2,0.28,0.08,0.28,Matches,Wolfsburg-Women,19.0,Germany
2133,2133,Rebecka Blomqvist,SWE,"FW,MF",25.0,,4,630.0,7.0,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,4.3,4.3,2.3,6.6,18.0,33.0,81.0,0.71,0.43,1.14,0.71,1.14,0.61,0.34,0.95,0.61,0.95,Matches,Wolfsburg-Women,21.0,Sweden
2134,2134,Kristin Demann,DEU,MF,29.0,,4,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.7,1.7,4.0,69.0,17.0,0.0,0.0,0.0,0.0,0.0,0.18,0.15,0.33,0.18,0.33,Matches,Wolfsburg-Women,8.0,Germany
2135,2135,Pauline Bremer,DEU,FW,26.0,,1,354.0,3.9,7.0,3.0,10.0,6.0,1.0,1.0,1.0,0.0,4.1,3.3,1.9,5.3,8.0,16.0,46.0,1.78,0.76,2.54,1.53,2.29,1.15,0.54,1.69,0.93,1.47,Matches,Wolfsburg-Women,14.0,Germany
2136,2136,Sara Agrež,SVN,DF,21.0,,2,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,4.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.36,0.11,0.36,Matches,Wolfsburg-Women,8.0,Slovenia
2137,2137,Pia-Sophie Wolter,DEU,"DF,MF",24.0,,0,232.0,2.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,5.0,15.0,28.0,0.78,0.0,0.78,0.78,0.78,0.35,0.17,0.52,0.35,0.52,Matches,Wolfsburg-Women,9.0,Germany
2138,2138,Lisa Weiß,DEU,GK,34.0,,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolfsburg-Women,2.0,Germany
2139,2139,Sandra Starke,DEU,FW,29.0,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolfsburg-Women,1.0,Germany
2140,2140,Tessa Blumenberg,DEU,MF,17.0,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolfsburg-Women,1.0,Germany
2141,2141,Julia Kassen,DEU,GK,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolfsburg-Women,0.0,Germany
2142,2142,Katarzyna Kiedrzynek,POL,GK,31.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolfsburg-Women,0.0,Poland
2143,2143,Laura Giuliani,ITA,GK,29.0,,25,2301.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Milan-Women,26.0,Italy
2144,2144,Valentina Bergamaschi,ITA,"DF,FW",25.0,,25,2114.0,23.5,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,3.1,6.1,40.0,79.0,93.0,0.09,0.17,0.26,0.09,0.26,0.13,0.13,0.26,0.13,0.26,Matches,Milan-Women,25.0,Italy
2145,2145,Laura Fusetti,ITA,DF,31.0,,22,1977.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,8.0,49.0,5.0,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches,Milan-Women,22.0,Italy
2146,2146,Martina Piemonte,ITA,FW,24.0,,21,1921.0,21.3,13.0,4.0,17.0,11.0,2.0,3.0,2.0,0.0,9.7,7.3,1.6,8.9,25.0,47.0,135.0,0.61,0.19,0.8,0.52,0.7,0.45,0.07,0.53,0.34,0.42,Matches,Milan-Women,24.0,Italy
2147,2147,Christy Grimshaw,GBR,MF,26.0,,19,1592.0,17.7,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,1.3,1.3,1.6,2.9,32.0,61.0,72.0,0.17,0.0,0.17,0.17,0.17,0.07,0.09,0.16,0.07,0.16,Matches,Milan-Women,20.0,United Kingdom
2148,2148,Małgorzata Mesjasz,POL,DF,24.0,,18,1645.0,18.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,0.5,2.8,17.0,77.0,8.0,0.16,0.0,0.16,0.16,0.16,0.13,0.03,0.15,0.13,0.15,Matches,Milan-Women,20.0,Poland
2149,2149,Kamila Dubcová,CZE,"FW,MF",23.0,,18,1619.0,18.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.7,4.4,24.0,68.0,82.0,0.06,0.28,0.33,0.06,0.33,0.09,0.15,0.24,0.09,0.24,Matches,Milan-Women,25.0,Czechia
2150,2150,Guðný Árnadóttir,ISL,DF,21.0,,17,1518.0,16.9,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.3,0.3,1.9,2.2,19.0,66.0,17.0,0.06,0.18,0.24,0.06,0.24,0.02,0.11,0.13,0.02,0.13,Matches,Milan-Women,18.0,Iceland
2151,2151,Kosovare Asllani,SWE,"FW,MF",33.0,,17,1344.0,14.9,9.0,0.0,9.0,8.0,1.0,2.0,4.0,0.0,5.0,3.4,1.4,4.9,43.0,64.0,95.0,0.6,0.0,0.6,0.54,0.54,0.33,0.1,0.43,0.23,0.32,Matches,Milan-Women,17.0,Sweden
2152,2152,Lindsey Thomas,FRA,FW,27.0,,16,1631.0,18.1,5.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,6.0,5.2,1.8,7.0,49.0,46.0,138.0,0.28,0.06,0.33,0.28,0.33,0.33,0.1,0.43,0.29,0.39,Matches,Milan-Women,25.0,France
2153,2153,Sara Thrige,DNK,"DF,MF",26.0,,15,1470.0,16.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.7,0.4,2.2,2.6,35.0,67.0,66.0,0.06,0.18,0.24,0.06,0.24,0.04,0.14,0.18,0.02,0.16,Matches,Milan-Women,25.0,Denmark
2154,2154,Greta Adami,ITA,MF,30.0,,14,1296.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.7,1.7,1.2,2.9,8.0,79.0,25.0,0.0,0.07,0.07,0.0,0.07,0.12,0.09,0.2,0.12,0.2,Matches,Milan-Women,23.0,Italy
2155,2155,Marta Mascarello,ITA,MF,23.0,,13,1032.0,11.5,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,2.6,3.3,6.0,64.0,14.0,0.0,0.44,0.44,0.0,0.44,0.06,0.23,0.28,0.06,0.28,Matches,Milan-Women,16.0,Italy
2156,2156,Valery Vigilucci,ITA,"FW,MF",25.0,,10,1020.0,11.3,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,3.4,3.4,0.2,3.6,3.0,27.0,18.0,0.53,0.0,0.53,0.53,0.53,0.3,0.02,0.32,0.3,0.32,Matches,Milan-Women,17.0,Italy
