,Unnamed: 0,Player,Nation,Pos,Age,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Matches,team,MP,country_full_name
1195,1195,Pernille Harder,DNK,MF,29.0,14.0,9,793.0,8.8,11.0,4.0,15.0,10.0,1.0,1.0,0.0,0.0,6.9,6.1,2.3,8.4,23.0,49.0,71.0,1.25,0.45,1.7,1.13,1.59,0.79,0.26,1.05,0.7,0.96,Matches,Chelsea-Women,,Denmark
1196,1196,Jelena Čanković,SRB,"FW,MF",26.0,17.0,8,787.0,8.7,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,1.6,1.6,2.9,4.5,18.0,85.0,56.0,0.46,0.23,0.69,0.46,0.69,0.18,0.34,0.51,0.18,0.51,Matches,Chelsea-Women,,Serbia
1197,1197,Fran Kirby,GBR,"FW,MF",29.0,13.0,8,786.0,8.7,7.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0,4.0,3.2,2.2,5.4,16.0,55.0,94.0,0.8,0.11,0.92,0.69,0.8,0.46,0.26,0.71,0.37,0.62,Matches,Chelsea-Women,,United Kingdom
1198,1198,Melanie Leupolz,DEU,MF,28.0,11.0,9,785.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.12,0.07,0.12,Matches,Chelsea-Women,,Germany
1199,1199,Bethany England,GBR,FW,28.0,10.0,2,301.0,3.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,2.1,6.0,14.0,29.0,0.6,0.0,0.6,0.6,0.6,0.4,0.22,0.62,0.4,0.62,Matches,Chelsea-Women,,United Kingdom
1200,1200,Aniek Nouwen,NLD,DF,23.0,4.0,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,6.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,Matches,Chelsea-Women,,Netherlands
1201,1201,Kateřina Svitková,CZE,FW,26.0,5.0,1,141.0,1.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,2.0,7.0,18.0,1.28,1.28,2.55,1.28,2.55,0.17,0.28,0.45,0.17,0.45,Matches,Chelsea-Women,,Czechia
1202,1202,Alsu Abdullina,RUS,FW,21.0,7.0,0,139.0,1.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,9.0,16.0,0.0,1.29,1.29,0.0,1.29,0.0,0.24,0.24,0.0,0.24,Matches,Chelsea-Women,,Russian Federation
1203,1203,Aimee Claypole,GBR,MF,,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea-Women,,United Kingdom
1204,1204,Ashanti Akpan,GBR,MF,16.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea-Women,,United Kingdom
1205,1205,Emily Orman,GBR,GK,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea-Women,,United Kingdom
1206,1206,Nathalie Björn,SWE,"DF,MF",25.0,,20,1724.0,19.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.8,0.9,5.0,52.0,4.0,0.0,0.05,0.05,0.0,0.05,0.0,0.04,0.05,0.0,0.05,Matches,Everton-Women,20.0,Sweden
1207,1207,Katja Snoeijs,NLD,FW,25.0,,20,1661.0,18.5,7.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,4.5,3.7,1.5,5.2,18.0,42.0,87.0,0.38,0.0,0.38,0.33,0.33,0.25,0.08,0.33,0.2,0.28,Matches,Everton-Women,21.0,Netherlands
1208,1208,Rikke Sevecke,DNK,DF,26.0,,17,1660.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.1,2.0,34.0,6.0,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.06,0.05,0.06,Matches,Everton-Women,21.0,Denmark
1209,1209,Lucy Graham,GBR,"DF,MF",25.0,,17,1565.0,17.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,1.2,3.0,43.0,51.0,77.0,0.12,0.06,0.17,0.12,0.17,0.1,0.07,0.17,0.1,0.17,Matches,Everton-Women,20.0,United Kingdom
1210,1210,Jessica Park,GBR,"FW,MF",20.0,,16,1393.0,15.5,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,2.9,2.9,1.5,4.5,39.0,50.0,102.0,0.19,0.26,0.45,0.19,0.45,0.19,0.1,0.29,0.19,0.29,Matches,Everton-Women,17.0,United Kingdom
1211,1211,Gabrielle George,GBR,"DF,MF",25.0,,16,1322.0,14.7,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,1.1,2.6,31.0,45.0,57.0,0.14,0.14,0.27,0.14,0.27,0.1,0.07,0.18,0.1,0.18,Matches,Everton-Women,16.0,United Kingdom
1212,1212,Karen Holmgaard,DNK,"DF,MF",23.0,,15,1231.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.4,16.0,39.0,20.0,0.07,0.15,0.22,0.07,0.22,0.05,0.05,0.1,0.05,0.1,Matches,Everton-Women,19.0,Denmark
1213,1213,Courtney Brosnan,IRL,GK,26.0,,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton-Women,14.0,Ireland
1214,1214,Hanna Bennison,SWE,"FW,MF",19.0,,14,1259.0,14.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.7,1.7,0.6,2.3,20.0,54.0,50.0,0.21,0.0,0.21,0.21,0.21,0.12,0.04,0.16,0.12,0.16,Matches,Everton-Women,21.0,Sweden
1215,1215,Megan Finnigan,GBR,DF,24.0,,13,1190.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,7.0,42.0,3.0,0.15,0.0,0.15,0.15,0.15,0.03,0.02,0.05,0.03,0.05,Matches,Everton-Women,16.0,United Kingdom
1216,1216,Aurora Galli,ITA,MF,25.0,,13,1066.0,11.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,14.0,47.0,19.0,0.0,0.17,0.17,0.0,0.17,0.07,0.06,0.13,0.07,0.13,Matches,Everton-Women,20.0,Italy
1217,1217,Nicoline Sørensen,DNK,"DF,FW",24.0,,13,1063.0,11.8,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.6,4.6,60.0,39.0,95.0,0.17,0.34,0.51,0.17,0.51,0.08,0.3,0.39,0.08,0.39,Matches,Everton-Women,15.0,Denmark
1218,1218,Katrine Veje,DNK,DF,31.0,,13,1011.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.9,34.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Everton-Women,14.0,Denmark
1219,1219,Clare Wheeler,AUS,MF,24.0,,12,1157.0,12.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,6.0,53.0,22.0,0.0,0.08,0.08,0.0,0.08,0.01,0.04,0.05,0.01,0.05,Matches,Everton-Women,17.0,Australia
1220,1220,Emily Ramsey,GBR,GK,21.0,,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton-Women,8.0,United Kingdom
1221,1221,Agnes Beever-Jones,GBR,FW,19.0,,7,761.0,8.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,,,,,,,,0.24,0.0,0.24,0.24,0.24,,,,,,Matches,Everton-Women,16.0,United Kingdom
1222,1222,Elise Stenevik,NOR,"DF,FW",22.0,,7,688.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,20.0,29.0,42.0,0.0,0.26,0.26,0.0,0.26,0.03,0.06,0.08,0.03,0.08,Matches,Everton-Women,20.0,Norway
1223,1223,Izzy Christiansen,GBR,"FW,MF",30.0,,5,582.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.9,11.0,37.0,24.0,0.0,0.15,0.15,0.0,0.15,0.1,0.04,0.15,0.1,0.15,Matches,Everton-Women,20.0,United Kingdom
1224,1224,Sara Holmgaard,DNK,DF,23.0,,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Everton-Women,6.0,Denmark
1225,1225,Gio,BRA,"FW,MF",19.0,,0,135.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,10.0,4.0,12.0,0.67,0.0,0.67,0.67,0.67,0.26,0.19,0.46,0.26,0.46,Matches,Everton-Women,7.0,Brazil
1226,1226,Leonie Maier,DEU,"DF,FW",29.0,,0,83.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,5.0,1.0,1.08,0.0,1.08,1.08,1.08,0.23,0.13,0.36,0.23,0.36,Matches,Everton-Women,9.0,Germany
1227,1227,Abby Clarke,null,FW,,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.19,0.0,1.19,Matches,Everton-Women,1.0,null
1228,1228,Kenzie Weir,GBR,MF,18.0,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,3.17,3.17,3.17,Matches,Everton-Women,1.0,United Kingdom
1229,1229,Eartha Cumings,GBR,GK,23.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton-Women,0.0,United Kingdom
1230,1230,Peyton Henderson,null,GK,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton-Women,0.0,null
1231,1231,Annie Wilding,null,nan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton-Women,0.0,null
1232,1232,Squad Total,null,nan,24.7,,242,1980.0,22.0,27.0,20.0,47.0,26.0,1.0,1.0,16.0,1.0,20.5,19.7,14.8,34.5,358.0,716.0,705.0,1.23,0.91,2.14,1.18,2.09,0.93,0.67,1.6,0.9,1.57,,Everton-Women,22.0,null
1233,1233,Opponent Total,null,nan,26.6,,242,1980.0,22.0,35.0,28.0,63.0,33.0,2.0,2.0,25.0,1.0,31.5,29.9,24.2,54.1,327.0,856.0,847.0,1.59,1.27,2.86,1.5,2.77,1.43,1.1,2.53,1.36,2.46,,Everton-Women,22.0,null
1234,1234,Aileen Whelan,GBR,"FW,MF",30.0,,22,1927.0,21.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.2,3.0,18.0,39.0,57.0,0.05,0.05,0.09,0.05,0.09,0.09,0.05,0.14,0.09,0.14,Matches,Leicester-City-WFC,22.0,United Kingdom
1235,1235,Sophie Howard,GBR,DF,28.0,,21,1868.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,6.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Leicester-City-WFC,21.0,United Kingdom
1236,1236,Samantha Tierney,GBR,"DF,MF",23.0,,21,1846.0,20.5,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,2.1,3.5,7.0,48.0,43.0,0.1,0.1,0.2,0.1,0.2,0.07,0.1,0.17,0.07,0.17,Matches,Leicester-City-WFC,21.0,United Kingdom
1237,1237,Ashleigh Plumptre,NGA,DF,24.0,,20,1739.0,19.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,0.1,1.3,16.0,69.0,6.0,0.05,0.0,0.05,0.05,0.05,0.07,0.0,0.07,0.07,0.07,Matches,Leicester-City-WFC,20.0,Nigeria
1238,1238,Carrie Jones,GBR,"FW,MF",18.0,,15,1268.0,14.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,1.3,2.8,26.0,37.0,40.0,0.14,0.0,0.14,0.14,0.14,0.11,0.09,0.2,0.11,0.2,Matches,Leicester-City-WFC,19.0,United Kingdom
1239,1239,CJ Bott,NZL,"DF,MF",27.0,,13,1234.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.7,1.2,23.0,35.0,41.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,Leicester-City-WFC,19.0,New Zealand
1240,1240,Janina Leitzig,DEU,GK,23.0,,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,13.0,Germany
1241,1241,Hannah Cain,GBR,FW,23.0,,13,1058.0,11.8,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,3.7,3.0,1.3,4.3,19.0,27.0,63.0,0.17,0.17,0.34,0.09,0.26,0.32,0.11,0.43,0.25,0.36,Matches,Leicester-City-WFC,14.0,United Kingdom
1242,1242,Courtney Nevin,AUS,DF,20.0,,12,1070.0,11.9,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,1.2,13.0,28.0,30.0,0.0,0.34,0.34,0.0,0.34,0.0,0.1,0.1,0.0,0.1,Matches,Leicester-City-WFC,12.0,Australia
1243,1243,Josephine Green,GBR,MF,29.0,,12,978.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,0.9,8.0,32.0,24.0,0.09,0.09,0.18,0.09,0.18,0.02,0.06,0.08,0.02,0.08,Matches,Leicester-City-WFC,15.0,United Kingdom
1244,1244,Jemma Purfield,GBR,"DF,MF",25.0,,11,978.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,1.3,9.0,34.0,29.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,Leicester-City-WFC,15.0,United Kingdom
1245,1245,Ruby Mace,GBR,MF,18.0,,10,899.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,0.4,0.9,8.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Leicester-City-WFC,10.0,United Kingdom
1246,1246,Erin Simon,USA,DF,27.0,,9,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5,11.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Leicester-City-WFC,11.0,United States
1247,1247,Molly Pike,GBR,"FW,MF",21.0,,8,864.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,8.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Leicester-City-WFC,18.0,United Kingdom
1248,1248,Missy Goodwin,GBR,"FW,MF",19.0,,8,834.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,1.8,16.0,14.0,56.0,0.11,0.0,0.11,0.11,0.11,0.12,0.07,0.19,0.12,0.19,Matches,Leicester-City-WFC,22.0,United Kingdom
1249,1249,Kirstie Levell,GBR,GK,25.0,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,7.0,United Kingdom
1250,1250,Remy Siemsen,AUS,"FW,MF",22.0,,7,561.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,4.0,16.0,33.0,0.16,0.16,0.32,0.16,0.32,0.17,0.08,0.25,0.17,0.25,Matches,Leicester-City-WFC,10.0,Australia
1251,1251,Natasha Flint,GBR,FW,25.0,,5,462.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.8,4.0,6.0,13.0,0.19,0.0,0.19,0.19,0.19,0.13,0.03,0.16,0.13,0.16,Matches,Leicester-City-WFC,9.0,United Kingdom
1252,1252,Shannon O’Brien,GBR,"FW,MF",20.0,,4,472.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.1,0.8,8.0,11.0,18.0,0.0,0.19,0.19,0.0,0.19,0.12,0.02,0.14,0.12,0.14,Matches,Leicester-City-WFC,10.0,United Kingdom
1253,1253,Georgia Eaton-Collins,GBR,"DF,MF",22.0,,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,5.0,United Kingdom
1254,1254,Demi Lambourne,GBR,GK,26.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,2.0,United Kingdom
1255,1255,Abbie McManus,GBR,"DF,MF",29.0,,2,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Leicester-City-WFC,2.0,United Kingdom
1256,1256,Ava Baker,GBR,FW,16.0,,1,158.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,2.0,9.0,0.57,0.0,0.57,0.57,0.57,0.15,0.02,0.18,0.15,0.18,Matches,Leicester-City-WFC,9.0,United Kingdom
1257,1257,Demi Vance,GBR,DF,31.0,,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Leicester-City-WFC,3.0,United Kingdom
1258,1258,Georgia Brougham,GBR,DF,26.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,1.0,United Kingdom
1259,1259,Jess Reavill,null,DF,,,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,1.0,null
1260,1260,Monique Robinson,GBR,"FW,MF",17.0,,0,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.87,0.0,0.87,0.87,0.87,0.06,0.04,0.1,0.06,0.1,Matches,Leicester-City-WFC,6.0,United Kingdom
1261,1261,Mackenzie Smith,null,"DF,MF",,,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Leicester-City-WFC,4.0,null
1262,1262,Jessica Sigsworth,GBR,MF,27.0,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,1.0,United Kingdom
1263,1263,Connie Scofield,GBR,"FW,MF",23.0,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City-WFC,2.0,United Kingdom
1264,1264,Ellen Jones,GBR,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City-WFC,0.0,United Kingdom
1265,1265,Sophia Poor,GBR,GK,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City-WFC,0.0,United Kingdom
1266,1266,Squad Total,null,nan,24.6,,242,1980.0,22.0,14.0,12.0,26.0,13.0,1.0,1.0,30.0,1.0,16.0,15.2,12.2,27.4,207.0,550.0,537.0,0.64,0.55,1.18,0.59,1.14,0.73,0.56,1.28,0.69,1.25,,Leicester-City-WFC,22.0,null
1267,1267,Opponent Total,null,nan,26.5,,242,1980.0,22.0,46.0,31.0,77.0,44.0,2.0,4.0,23.0,0.0,34.6,31.5,21.9,53.4,301.0,867.0,853.0,2.09,1.41,3.5,2.0,3.41,1.57,1.0,2.57,1.43,2.43,,Leicester-City-WFC,22.0,null
1268,1268,Taylor Hinds,GBR,"DF,MF",22.0,22.0,22,1863.0,20.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,0.9,2.1,16.0,48.0,45.0,0.0,0.1,0.1,0.0,0.1,0.06,0.04,0.1,0.06,0.1,Matches,Liverpool-Women,,United Kingdom
1269,1269,Emma Koivisto,FIN,"DF,MF",27.0,21.0,21,1746.0,19.4,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,0.9,3.0,34.0,44.0,56.0,0.1,0.21,0.31,0.1,0.31,0.11,0.05,0.16,0.11,0.16,Matches,Liverpool-Women,,Finland
1270,1270,Katie Stengel,USA,FW,30.0,21.0,20,1790.0,19.9,9.0,0.0,9.0,7.0,2.0,2.0,0.0,0.0,6.7,5.1,1.2,6.3,28.0,49.0,91.0,0.45,0.0,0.45,0.35,0.35,0.34,0.06,0.4,0.26,0.32,Matches,Liverpool-Women,,United States
1271,1271,Jasmine Matthews,GBR,"DF,MF",29.0,20.0,18,1639.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,2.0,46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Liverpool-Women,,United Kingdom
1272,1272,Rachael Laws,GBR,GK,31.0,17.0,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool-Women,,United Kingdom
1273,1273,Ceri Holland,GBR,MF,24.0,19.0,17,1513.0,16.8,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,2.1,2.1,0.2,2.3,15.0,56.0,41.0,0.24,0.0,0.24,0.24,0.24,0.12,0.01,0.14,0.12,0.14,Matches,Liverpool-Women,,United Kingdom
1274,1274,Missy Bo Kearns,GBR,MF,21.0,22.0,17,1439.0,16.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.8,1.8,1.8,3.5,10.0,65.0,49.0,0.25,0.0,0.25,0.25,0.25,0.11,0.11,0.22,0.11,0.22,Matches,Liverpool-Women,,United Kingdom
1275,1275,Megan Campbell,IRL,"DF,MF",29.0,16.0,12,1090.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,8.0,45.0,7.0,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.09,0.01,0.09,Matches,Liverpool-Women,,Ireland
1276,1276,Melissa Lawley,GBR,"FW,MF",28.0,13.0,12,1014.0,11.3,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,2.0,2.6,42.0,28.0,80.0,0.0,0.27,0.27,0.0,0.27,0.05,0.17,0.23,0.05,0.23,Matches,Liverpool-Women,,United Kingdom
1277,1277,Niamh Fahey,IRL,DF,34.0,12.0,12,988.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,1.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,Matches,Liverpool-Women,,Ireland
1278,1278,Fūka Nagano,JPN,MF,23.0,11.0,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,1.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Liverpool-Women,,Japan
1279,1279,Gemma Bonner,GBR,DF,31.0,12.0,10,976.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.5,2.0,20.0,4.0,0.0,0.09,0.09,0.0,0.09,0.02,0.03,0.05,0.02,0.05,Matches,Liverpool-Women,,United Kingdom
1280,1280,Yana Daniels,BEL,"FW,MF",30.0,17.0,8,745.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.4,8.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,Matches,Liverpool-Women,,Belgium
1281,1281,Gilly Flaherty,GBR,DF,30.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.9,2.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Matches,Liverpool-Women,,United Kingdom
1282,1282,Shanice van de Sanden,NLD,FW,29.0,14.0,7,637.0,7.1,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.2,2.4,19.0,10.0,48.0,0.14,0.42,0.57,0.14,0.57,0.17,0.17,0.34,0.17,0.34,Matches,Liverpool-Women,,Netherlands
